Date	Total	Merch	Bikes	Repairs	Loyal Member
3/27/2014	428.9	214.4	0	214.5	1
3/28/2014	474.15	114.15	0	360	0
3/29/2014	245	190	0	55	1
3/30/2014	0	0	0	0	1
3/31/2014	0	0	0	0	1
4/1/2014	50	50	0	0	1
4/2/2014	17	17	0	0	1
4/3/2014	0	0	0	0	1
4/4/2014	95.1	95.1	0	0	1
4/5/2014	0	0	0	0	1
4/6/2014	0	0	0	0	0
4/7/2014	218.25	218.25	0	0	0
4/8/2014	174.64	113.64	0	61	0
4/9/2014	233.5	93.5	0	140	0
4/10/2014	0	0	0	0	0
4/11/2014	20	20	0	0	1
4/12/2014	20	20	0	0	1
4/13/2014	0	0	0	0	1
4/14/2014	17	17	0	0	1
4/15/2014	0	0	0	0	0
4/16/2014	6	0	0	6	1
4/17/2014	18	12	0	6	1
4/18/2014	300	0	0	300	1
4/19/2014	31	11	0	20	1
4/20/2014	80	0	0	80	1
4/21/2014	161	0	0	161	1
4/22/2014	30	0	0	30	1
4/23/2014	27.5	27.5	0	0	1
4/24/2014	0	0	0	0	0
4/25/2014	28	28	0	0	0
4/26/2014	12	12	0	0	0
4/27/2014	62	12	0	50	0
4/28/2014	125	0	0	125	0
4/29/2014	0	0	0	0	0
4/30/2014	0	0	0	0	0
5/1/2014	782.5	0	0	782.5	0
5/2/2014	20	0	0	20	1
5/3/2014	119.3	119.3	0	0	0
5/4/2014	95.9	95.9	0	0	1
5/5/2014	24.3	24.3	0	0	1
5/6/2014	80.9	38.9	0	42	1
5/7/2014	76.6	76.6	0	0	1
5/8/2014	51.6	51.6	0	0	1
5/9/2014	32.3	32.3	0	0	1
5/10/2014	125.9	125.9	0	0	1
5/11/2014	20	0	0	20	1
5/12/2014	34.65	34.65	0	0	0
5/13/2014	162.55	162.55	0	0	0
5/14/2014	125.4	125.4	0	0	1
5/15/2014	122.75	122.75	0	0	1
5/16/2014	69.2	69.2	0	0	1
5/17/2014	65.7	65.7	0	0	1
5/18/2014	33.1	33.1	0	0	1
5/19/2014	141.3	141.3	0	0	1
5/20/2014	0	0	0	0	1
5/21/2014	34.25	34.25	0	0	0
5/22/2014	139.5	139.5	0	0	0
5/23/2014	184.3	0	184.3	0	0
5/24/2014	165.8	165.8	0	0	1
5/25/2014	253.05	253.05	0	0	1
5/26/2014	135.3	135.3	0	0	1
5/27/2014	152.5	152.5	0	0	1
5/28/2014	214.75	214.75	0	0	1
5/29/2014	152.5	152.5	0	0	1
5/30/2014	548.15	374.15	0	174	0
5/31/2014	261.67	139	0	122.67	0
6/1/2014	82	82	0	0	1
6/2/2014	71.2	71.2	0	0	1
6/3/2014	79	79	0	0	1
6/4/2014	150.64	150.64	0	0	1
6/5/2014	208.85	208.85	0	0	1
6/6/2014	69.65	69.65	0	0	1
6/7/2014	827.1	827.1	0	0	1
6/8/2014	659	129	0	530	0
6/9/2014	1252	363	0	889	1
6/10/2014	2304.2	190	1456.2	658	1
6/11/2014	180	180	0	0	1
6/12/2014	927	224	0	703	1
6/13/2014	180	135	0	45	1
6/14/2014	1687.65	513.65	0	1174	1
6/15/2014	14	9	0	5	1
6/16/2014	80	80	0	0	1
6/17/2014	1032.55	0	1032.55	0	0
6/18/2014	63.5	63.5	0	0	0
6/19/2014	64.5	64.5	0	0	0
6/20/2014	0	0	0	0	0
6/21/2014	232.75	232.75	0	0	0
6/22/2014	126	126	0	0	1
6/23/2014	170	170	0	0	1
6/24/2014	45	45	0	0	1
6/25/2014	75	75	0	0	1
6/26/2014	264.5	99.5	0	165	0
6/27/2014	175	0	0	175	0
6/28/2014	128.25	128.25	0	0	1
6/29/2014	53.75	53.75	0	0	1
6/30/2014	331	276	0	55	1
7/1/2014	468	168	0	300	1
7/2/2014	125.65	125.65	0	0	1
7/3/2014	168.6	168.6	0	0	1
7/4/2014	85	20	0	65	1
7/5/2014	115	40	0	75	0
7/6/2014	217.5	161.5	0	56	0
7/7/2014	61	61	0	0	0
7/8/2014	564.75	379.75	0	185	1
7/9/2014	469	449	0	20	1
7/10/2014	45	20	0	25	1
7/11/2014	20	20	0	0	1
7/12/2014	1862.3	112.5	1749.8	0	1
7/13/2014	375	375	0	0	1
7/14/2014	0	0	0	0	0
7/15/2014	8	8	0	0	0
7/16/2014	109	54	0	55	0
7/17/2014	342	342	0	0	0
7/18/2014	41.55	41.55	0	0	0
7/19/2014	0	0	0	0	0
7/20/2014	0	0	0	0	0
7/21/2014	8	0	0	8	0
7/22/2014	0	0	0	0	0
7/23/2014	11	11	0	0	0
7/24/2014	203	135	0	68	0
7/25/2014	0	0	0	0	0
7/26/2014	62	62	0	0	0
7/27/2014	58.5	58.5	0	0	0
7/28/2014	36	36	0	0	0
7/29/2014	82.5	82.5	0	0	0
7/30/2014	190	31	0	159	1
7/31/2014	56	27	0	29	1
8/1/2014	48	48	0	0	0
8/2/2014	0	0	0	0	0
8/3/2014	0	0	0	0	0
8/4/2014	0	0	0	0	0
8/5/2014	0	0	0	0	0
8/6/2014	0	0	0	0	0
8/7/2014	0	0	0	0	1
8/8/2014	0	0	0	0	1
8/9/2014	0	0	0	0	1
8/10/2014	0	0	0	0	0
8/11/2014	30	30	0	0	0
8/12/2014	121	105	0	16	1
8/13/2014	0	0	0	0	1
8/14/2014	388	0	0	388	1
8/15/2014	15	15	0	0	1
8/16/2014	153	153	0	0	1
8/17/2014	101	101	0	0	1
8/18/2014	0	0	0	0	1
8/19/2014	12	12	0	0	0
8/20/2014	0	0	0	0	0
8/21/2014	690	0	0	690	0
8/22/2014	0	0	0	0	0
8/23/2014	10	0	0	10	1
8/24/2014	103	0	0	103	1
8/25/2014	0	0	0	0	1
8/26/2014	0	0	0	0	1
8/27/2014	40	0	0	40	1
8/28/2014	520	20	0	500	0
8/29/2014	22.5	22.5	0	0	0
8/30/2014	0	0	0	0	0
8/31/2014	83	83	0	0	0
9/1/2014	0	0	0	0	1
9/2/2014	80	80	0	0	1
9/3/2014	0	0	0	0	1
9/4/2014	20	20	0	0	1
9/5/2014	162	0	0	162	1
9/6/2014	0	0	0	0	0
9/7/2014	0	0	0	0	0
9/8/2014	0	0	0	0	0
9/9/2014	0	0	0	0	0
9/10/2014	0	0	0	0	0
9/11/2014	45	0	0	45	0
9/12/2014	0	0	0	0	1
9/13/2014	0	0	0	0	1
9/14/2014	0	0	0	0	1
9/15/2014	10	0	0	10	1
9/16/2014	0	0	0	0	1
9/17/2014	0	0	0	0	1
9/18/2014	0	0	0	0	1
9/19/2014	0	0	0	0	1
9/20/2014	0	0	0	0	1
9/21/2014	0	0	0	0	1
9/22/2014	0	0	0	0	1
9/23/2014	0	0	0	0	1
9/24/2014	263.5	263.5	0	0	0
9/25/2014	60	60	0	0	0
9/26/2014	101.75	73.75	0	28	1
9/27/2014	115	61	0	54	1
9/28/2014	111	66	0	45	1
9/29/2014	72	72	0	0	1
9/30/2014	0	0	0	0	1
10/1/2014	272	98	0	174	1
10/2/2014	68	68	0	0	1
10/3/2014	12	12	0	0	0
10/4/2014	18	18	0	0	0
10/5/2014	24	24	0	0	0
10/6/2014	94.5	94.5	0	0	0
10/7/2014	46.5	46.5	0	0	0
10/8/2014	14	14	0	0	0
10/9/2014	229	161	0	68	0
10/10/2014	132	132	0	0	1
10/11/2014	36	36	0	0	1
10/12/2014	86.5	86.5	0	0	0
10/13/2014	78	78	0	0	0
10/14/2014	59	59	0	0	0
10/15/2014	0	0	0	0	0
10/16/2014	35	35	0	0	0
10/17/2014	119.61	36.61	0	83	0
10/18/2014	97.14	74	0	23.14	1
10/19/2014	22	22	0	0	1
10/20/2014	114	94	0	20	1
10/21/2014	0	0	0	0	0
10/22/2014	0	0	0	0	0
10/23/2014	0	0	0	0	0
10/24/2014	0	0	0	0	0
10/25/2014	0	0	0	0	0
10/26/2014	0	0	0	0	0
10/27/2014	41	41	0	0	0
10/28/2014	0	0	0	0	1
10/29/2014	960	0	0	960	1
10/30/2014	0	0	0	0	0
10/31/2014	12	12	0	0	0
11/1/2014	0	0	0	0	0
11/2/2014	95	95	0	0	0
11/3/2014	406.2	406.2	0	0	0
11/4/2014	0	0	0	0	0
11/5/2014	0	0	0	0	0
11/6/2014	44	44	0	0	1
11/7/2014	0	0	0	0	1
11/8/2014	513.35	37.5	475.85	0	0
11/9/2014	73.5	73.5	0	0	0
11/10/2014	120.75	120.75	0	0	0
11/11/2014	12.5	12.5	0	0	1
11/12/2014	47	47	0	0	1
11/13/2014	30.5	30.5	0	0	1
11/14/2014	0	0	0	0	1
11/15/2014	30.5	30.5	0	0	1
11/16/2014	45	45	0	0	1
11/17/2014	311	176	0	135	0
11/18/2014	50	50	0	0	1
11/19/2014	131	131	0	0	1
11/20/2014	263	88	0	175	1
11/21/2014	12.5	12.5	0	0	1
11/22/2014	52.5	52.5	0	0	1
11/23/2014	184.6	184.6	0	0	1
11/24/2014	39	14	0	25	1
11/25/2014	132.9	132.9	0	0	1
11/26/2014	41	41	0	0	1
11/27/2014	222.75	197.75	0	25	1
11/28/2014	100	0	0	100	1
11/29/2014	134	59	0	75	1
11/30/2014	110	110	0	0	1
12/1/2014	180	105	0	75	1
12/2/2014	325	85	0	240	1
12/3/2014	80	80	0	0	1
12/4/2014	176	76	0	100	1
12/5/2014	0	0	0	0	0
12/6/2014	0	0	0	0	0
12/7/2014	0	0	0	0	0
12/8/2014	59	59	0	0	0
12/9/2014	45.5	45.5	0	0	0
12/10/2014	924.22	11	858.22	55	0
12/11/2014	12	12	0	0	0
12/12/2014	47	47	0	0	1
12/13/2014	0	0	0	0	1
12/14/2014	214.75	214.75	0	0	0
12/15/2014	2697.45	28.25	2669.2	0	0
12/16/2014	43	0	0	43	0
12/17/2014	12	12	0	0	0
12/18/2014	35	25	0	10	0
12/19/2014	108	108	0	0	0
12/20/2014	10	0	0	10	0
12/21/2014	20	0	0	20	0
12/22/2014	10	10	0	0	1
12/23/2014	305	0	0	305	0
12/24/2014	993.8	41.8	0	952	0
12/25/2014	453.65	23.65	0	430	0
12/26/2014	22219.31	74.6	22144.71	0	0
12/27/2014	128	128	0	0	0
12/28/2014	25	0	0	25	1
12/29/2014	310	0	0	310	1
12/30/2014	56	0	0	56	1
12/31/2014	75	0	0	75	1
1/1/2015	29	29	0	0	0
1/2/2015	0	0	0	0	0
1/3/2015	0	0	0	0	0
1/4/2015	0	0	0	0	0
1/5/2015	12	12	0	0	1
1/6/2015	0	0	0	0	1
1/7/2015	12	12	0	0	1
1/8/2015	24	24	0	0	1
1/9/2015	12	12	0	0	1
1/10/2015	12	12	0	0	0
1/11/2015	24	24	0	0	0
1/12/2015	0	0	0	0	0
1/13/2015	0	0	0	0	0
1/14/2015	126	0	0	126	0
1/15/2015	95	45	0	50	0
1/16/2015	57	57	0	0	0
1/17/2015	0	0	0	0	1
1/18/2015	67	67	0	0	1
1/19/2015	46	46	0	0	0
1/20/2015	83	83	0	0	0
1/21/2015	182	63	0	119	0
1/22/2015	24	24	0	0	0
1/23/2015	18	18	0	0	0
1/24/2015	0	0	0	0	1
1/25/2015	75	23	0	52	1
1/26/2015	95	23	0	72	1
1/27/2015	0	0	0	0	1
1/28/2015	0	0	0	0	0
1/29/2015	40	0	0	40	0
1/30/2015	0	0	0	0	0
1/31/2015	18	18	0	0	0
2/1/2015	38.5	38.5	0	0	0
2/2/2015	17.5	17.5	0	0	1
2/3/2015	19.5	19.5	0	0	1
2/4/2015	54	6	0	48	1
2/5/2015	70	70	0	0	1
2/6/2015	0	0	0	0	0
2/7/2015	21	21	0	0	0
2/8/2015	74	74	0	0	0
2/9/2015	0	0	0	0	1
2/10/2015	0	0	0	0	1
2/11/2015	0	0	0	0	1
2/12/2015	0	0	0	0	1
2/13/2015	0	0	0	0	1
2/14/2015	0	0	0	0	1
2/15/2015	893	157	0	736	1
2/16/2015	414	42	75	297	1
2/17/2015	294	36	0	258	1
2/18/2015	0	0	0	0	1
2/19/2015	0	0	0	0	1
2/20/2015	44	44	0	0	1
2/21/2015	81	81	0	0	1
2/22/2015	0	0	0	0	1
2/23/2015	1181	80	0	1101	1
2/24/2015	63	43	0	20	0
2/25/2015	70	0	0	70	1
2/26/2015	127.5	127.5	0	0	1
2/27/2015	105	35	0	70	1
2/28/2015	0	0	0	0	1
3/1/2015	350	0	0	350	1
3/2/2015	850	25	0	825	1
3/3/2015	1020	30	0	990	1
3/4/2015	1080	0	0	1080	1
3/5/2015	10	10	0	0	0
3/6/2015	0	0	0	0	0
3/7/2015	43	15	0	28	1
3/8/2015	50.5	50.5	0	0	1
3/9/2015	35	35	0	0	1
3/10/2015	32	32	0	0	1
3/11/2015	25	25	0	0	1
3/12/2015	15	15	0	0	1
3/13/2015	20	20	0	0	1
3/14/2015	0	0	0	0	0
3/15/2015	107.5	107.5	0	0	0
3/16/2015	5	5	0	0	0
3/17/2015	0	0	0	0	1
3/18/2015	130.5	130.5	0	0	1
3/19/2015	1804.78	63.5	1741.28	0	1
3/20/2015	0	0	0	0	1
3/21/2015	0	0	0	0	1
3/22/2015	0	0	0	0	1
3/23/2015	51	51	0	0	0
3/24/2015	92	92	0	0	0
3/25/2015	76.5	76.5	0	0	0
3/26/2015	176	111	0	65	0
3/27/2015	1514.1	48	1416.1	50	0
3/28/2015	489	0	0	489	1
3/29/2015	177.5	44.5	0	133	1
3/30/2015	582	16	0	566	1
3/31/2015	0	0	0	0	1
4/1/2015	188.5	188.5	0	0	0
4/2/2015	0	0	0	0	0
4/3/2015	960.6	106	854.6	0	0
4/4/2015	0	0	0	0	1
4/5/2015	186	67	0	119	1
4/6/2015	155	155	0	0	1
4/7/2015	74.25	74.25	0	0	1
4/8/2015	0	0	0	0	1
4/9/2015	157.45	71.45	0	86	1
4/10/2015	40	40	0	0	0
4/11/2015	27.75	27.75	0	0	0
4/12/2015	40	40	0	0	0
4/13/2015	0	0	0	0	0
4/14/2015	28	0	0	28	0
4/15/2015	0	0	0	0	0
4/16/2015	46	46	0	0	0
4/17/2015	0	0	0	0	0
4/18/2015	25	25	0	0	0
4/19/2015	90	62	0	28	0
4/20/2015	0	0	0	0	0
4/21/2015	398	327	0	71	0
4/22/2015	53	27	0	26	1
4/23/2015	54	54	0	0	1
4/24/2015	5	5	0	0	1
4/25/2015	17.7	17.7	0	0	1
4/26/2015	83	27	0	56	1
4/27/2015	44	20	0	24	1
4/28/2015	16	16	0	0	0
4/29/2015	30	0	0	30	0
4/30/2015	171	25	0	146	0
5/1/2015	23	0	0	23	0
5/2/2015	154	121	0	33	0
5/3/2015	131	23	0	108	0
5/4/2015	442.5	0	0	442.5	0
5/5/2015	100	44	0	56	0
5/6/2015	442.5	0	0	442.5	0
5/7/2015	271.5	271.5	0	0	0
5/8/2015	205	143	0	62	1
5/9/2015	297	259	0	38	1
5/10/2015	126	44	0	82	1
5/11/2015	293	40	0	253	1
5/12/2015	63	28	0	35	1
5/13/2015	112	84	0	28	1
5/14/2015	150	150	0	0	1
5/15/2015	180	145	0	35	1
5/16/2015	143	121	0	22	0
5/17/2015	697.95	36	643.95	18	0
5/18/2015	534.6	88	431.6	15	0
5/19/2015	81	28	0	53	1
5/20/2015	10	10	0	0	1
5/21/2015	163	110	0	53	1
5/22/2015	58.5	58.5	0	0	1
5/23/2015	58.25	58.25	0	0	1
5/24/2015	38	18	0	20	1
5/25/2015	766	106	0	660	1
5/26/2015	511.75	446.75	0	65	1
5/27/2015	424	424	0	0	1
5/28/2015	241.5	131.5	0	110	1
5/29/2015	131	96	0	35	1
5/30/2015	70.35	70.35	0	0	1
5/31/2015	146	126	0	20	1
6/1/2015	108	108	0	0	1
6/2/2015	167.5	135.5	0	32	1
6/3/2015	117	117	0	0	1
6/4/2015	0	0	0	0	1
6/5/2015	0	0	0	0	1
6/6/2015	0	0	0	0	1
6/7/2015	0	0	0	0	1
6/8/2015	0	0	0	0	1
6/9/2015	0	0	0	0	1
6/10/2015	17	17	0	0	1
6/11/2015	438.3	0	438.3	0	1
6/12/2015	2799.12	0	2799.12	0	1
6/13/2015	12	12	0	0	1
6/14/2015	32	32	0	0	0
6/15/2015	75	48	0	27	0
6/16/2015	36.5	36.5	0	0	0
6/17/2015	53.25	53.25	0	0	0
6/18/2015	0	0	0	0	1
6/19/2015	15.5	15.5	0	0	1
6/20/2015	36	36	0	0	1
6/21/2015	0	0	0	0	1
6/22/2015	0	0	0	0	1
6/23/2015	14.25	14.25	0	0	0
6/24/2015	59	59	0	0	0
6/25/2015	176.75	145.75	0	31	0
6/26/2015	14.25	14.25	0	0	0
6/27/2015	79.75	79.75	0	0	1
6/28/2015	33.25	33.25	0	0	1
6/29/2015	33.25	33.25	0	0	1
6/30/2015	23.75	23.75	0	0	1
7/1/2015	9.5	9.5	0	0	1
7/2/2015	12	12	0	0	0
7/3/2015	0	0	0	0	0
7/4/2015	5	5	0	0	0
7/5/2015	70	0	0	70	0
7/6/2015	375.15	375.15	0	0	1
7/7/2015	15	15	0	0	1
7/8/2015	0	0	0	0	1
7/9/2015	89	89	0	0	1
7/10/2015	12	12	0	0	1
7/11/2015	188	152	0	36	1
7/12/2015	317	287	0	30	1
7/13/2015	1514.6	354	1160.6	0	1
7/14/2015	1751.64	193	1558.64	0	1
7/15/2015	273	237	0	36	1
7/16/2015	210	180	0	30	1
7/17/2015	214	214	0	0	1
7/18/2015	157	157	0	0	1
7/19/2015	249	249	0	0	1
7/20/2015	591.64	591.64	0	0	1
7/21/2015	381	381	0	0	1
7/22/2015	561.64	561.64	0	0	1
7/23/2015	30242.58	420	29716.58	106	1
7/24/2015	3037.7	338.55	2699.15	0	1
7/25/2015	671	671	0	0	1
7/26/2015	2373.8	517.5	1856.3	0	1
7/27/2015	707.5	707.5	0	0	1
7/28/2015	598	570	0	28	1
7/29/2015	493	475	0	18	1
7/30/2015	0	0	0	0	0
7/31/2015	0	0	0	0	0
8/1/2015	86	15	0	71	0
8/2/2015	45	45	0	0	0
8/3/2015	0	0	0	0	0
8/4/2015	0	0	0	0	0
8/5/2015	0	0	0	0	0
8/6/2015	0	0	0	0	0
8/7/2015	50	0	0	50	0
8/8/2015	0	0	0	0	0
8/9/2015	40	0	0	40	0
8/10/2015	47.75	47.75	0	0	0
8/11/2015	177.25	42.25	0	135	0
8/12/2015	22.8	22.8	0	0	0
8/13/2015	668.5	60.5	0	608	0
8/14/2015	43.5	43.5	0	0	0
8/15/2015	126	0	0	126	1
8/16/2015	22	0	0	22	1
8/17/2015	138	6	0	132	1
8/18/2015	35	0	0	35	0
8/19/2015	44	44	0	0	0
8/20/2015	104	35	0	69	1
8/21/2015	170	160	0	10	1
8/22/2015	162	15	0	147	1
8/23/2015	155	145	0	10	1
8/24/2015	159	159	0	0	1
8/25/2015	10	0	0	10	1
8/26/2015	35	35	0	0	1
8/27/2015	0	0	0	0	0
8/28/2015	82	82	0	0	0
8/29/2015	90	90	0	0	0
8/30/2015	50	40	0	10	0
8/31/2015	290	40	0	250	0
9/1/2015	38	10	0	28	0
9/2/2015	0	0	0	0	1
9/3/2015	0	0	0	0	1
9/4/2015	0	0	0	0	1
9/5/2015	37.5	37.5	0	0	1
9/6/2015	52.5	52.5	0	0	1
9/7/2015	25	25	0	0	1
9/8/2015	12.5	12.5	0	0	1
9/9/2015	0	0	0	0	1
9/10/2015	93	93	0	0	1
9/11/2015	57.5	57.5	0	0	1
9/12/2015	141	141	0	0	1
9/13/2015	89.7	89.7	0	0	1
9/14/2015	63	63	0	0	1
9/15/2015	152	152	0	0	1
9/16/2015	100	100	0	0	1
9/17/2015	174	174	0	0	1
9/18/2015	62.5	62.5	0	0	1
9/19/2015	0	0	0	0	1
9/20/2015	112	112	0	0	1
9/21/2015	17	17	0	0	1
9/22/2015	21.6	21.6	0	0	1
9/23/2015	27	0	0	27	0
9/24/2015	53.5	35.5	0	18	0
9/25/2015	0	0	0	0	0
9/26/2015	64	0	0	64	0
9/27/2015	22	0	0	22	0
9/28/2015	51.5	51.5	0	0	0
9/29/2015	113.43	113.43	0	0	0
9/30/2015	72	72	0	0	0
10/1/2015	0	0	0	0	1
10/2/2015	540	360	0	180	0
10/3/2015	316.75	285.75	0	31	1
10/4/2015	225	225	0	0	1
10/5/2015	215	180	0	35	1
10/6/2015	858	858	0	0	1
10/7/2015	21	21	0	0	1
10/8/2015	125	125	0	0	1
10/9/2015	355	315	0	40	1
10/10/2015	360	180	0	180	1
10/11/2015	0	0	0	0	1
10/12/2015	0	0	0	0	1
10/13/2015	0	0	0	0	1
10/14/2015	0	0	0	0	1
10/15/2015	0	0	0	0	1
10/16/2015	0	0	0	0	1
10/17/2015	0	0	0	0	1
10/18/2015	78	0	0	78	1
10/19/2015	105	0	0	105	1
10/20/2015	207	207	0	0	0
10/21/2015	37	10	0	27	0
10/22/2015	91	51	0	40	1
10/23/2015	144	144	0	0	1
10/24/2015	129	129	0	0	1
10/25/2015	55	55	0	0	1
10/26/2015	63	63	0	0	1
10/27/2015	53	53	0	0	1
10/28/2015	73	73	0	0	1
10/29/2015	0	0	0	0	1
10/30/2015	249	0	0	249	1
10/31/2015	98	0	0	98	1
11/1/2015	91	5	0	86	1
11/2/2015	0	0	0	0	1
11/3/2015	42	42	0	0	1
11/4/2015	566.6	0	566.6	0	1
11/5/2015	0	0	0	0	1
11/6/2015	0	0	0	0	1
11/7/2015	39	39	0	0	1
11/8/2015	0	0	0	0	0
11/9/2015	0	0	0	0	0
11/10/2015	0	0	0	0	0
11/11/2015	0	0	0	0	1
11/12/2015	0	0	0	0	1
11/13/2015	0	0	0	0	1
11/14/2015	0	0	0	0	1
11/15/2015	0	0	0	0	1
11/16/2015	0	0	0	0	1
11/17/2015	158.5	58.5	0	100	0
11/18/2015	357.15	357.15	0	0	0
11/19/2015	255	255	0	0	0
11/20/2015	55	55	0	0	1
11/21/2015	150	150	0	0	1
11/22/2015	85	85	0	0	1
11/23/2015	77.5	77.5	0	0	1
11/24/2015	313	313	0	0	1
11/25/2015	30	30	0	0	1
11/26/2015	304	284	0	20	0
11/27/2015	181	181	0	0	0
11/28/2015	308.4	273.4	0	35	0
11/29/2015	241.1	61.1	0	180	1
11/30/2015	24	24	0	0	1
12/1/2015	110	50	0	60	1
12/2/2015	75	75	0	0	1
12/3/2015	393	375	0	18	1
12/4/2015	238	238	0	0	1
12/5/2015	0	0	0	0	0
12/6/2015	137.15	137.15	0	0	0
12/7/2015	145.13	145.13	0	0	0
12/8/2015	127.56	127.56	0	0	0
12/9/2015	84.5	84.5	0	0	0
12/10/2015	139.5	94.5	0	45	1
12/11/2015	0	0	0	0	1
12/12/2015	30	0	0	30	1
12/13/2015	30	0	0	30	1
12/14/2015	0	0	0	0	0
12/15/2015	0	0	0	0	0
12/16/2015	0	0	0	0	0
12/17/2015	98.05	98.05	0	0	0
12/18/2015	130.25	47.25	0	83	1
12/19/2015	146	0	0	146	1
12/20/2015	40	15	0	25	1
12/21/2015	30	0	0	30	1
12/22/2015	0	0	0	0	1
12/23/2015	0	0	0	0	1
12/24/2015	0	0	0	0	1
12/25/2015	0	0	0	0	1
12/26/2015	0	0	0	0	1
12/27/2015	0	0	0	0	1
12/28/2015	0	0	0	0	1
12/29/2015	0	0	0	0	1
12/30/2015	64	0	0	64	1
12/31/2015	0	0	0	0	1
1/1/2016	49	49	0	0	1
1/2/2016	57	57	0	0	0
1/3/2016	0	0	0	0	1
1/4/2016	0	0	0	0	1
1/5/2016	0	0	0	0	1
1/6/2016	11	11	0	0	1
1/7/2016	0	0	0	0	1
1/8/2016	113	73	0	40	1
1/9/2016	71	71	0	0	1
1/10/2016	206	11	0	195	1
1/11/2016	160	160	0	0	0
1/12/2016	222	94	0	128	0
1/13/2016	25	25	0	0	0
1/14/2016	97	0	0	97	0
1/15/2016	30	30	0	0	0
1/16/2016	110	110	0	0	1
1/17/2016	566	566	0	0	1
1/18/2016	128	128	0	0	1
1/19/2016	121.5	121.5	0	0	1
1/20/2016	237	135	0	102	0
1/21/2016	493.87	153.87	0	340	1
1/22/2016	0	0	0	0	1
1/23/2016	0	0	0	0	1
1/24/2016	0	0	0	0	1
1/25/2016	218	218	0	0	1
1/26/2016	207	85	0	122	1
1/27/2016	44	0	0	44	1
1/28/2016	251.5	75.5	0	176	1
1/29/2016	840	0	0	840	1
1/30/2016	59	38	0	21	1
1/31/2016	694	105	0	589	1
2/1/2016	2113	0	1263	850	1
2/2/2016	40	40	0	0	1
2/3/2016	0	0	0	0	1
2/4/2016	54	0	0	54	1
2/5/2016	58	0	0	58	1
2/6/2016	0	0	0	0	1
2/7/2016	860	0	0	860	1
2/8/2016	15	15	0	0	0
2/9/2016	31	31	0	0	1
2/10/2016	15	15	0	0	1
2/11/2016	69	69	0	0	1
2/12/2016	13	13	0	0	1
2/13/2016	27	27	0	0	1
2/14/2016	15	15	0	0	1
2/15/2016	15	15	0	0	1
2/16/2016	0	0	0	0	1
2/17/2016	0	0	0	0	0
2/18/2016	58	58	0	0	0
2/19/2016	83	23	0	60	0
2/20/2016	0	0	0	0	0
2/21/2016	70	70	0	0	0
2/22/2016	8	0	0	8	0
2/23/2016	64	0	0	64	0
2/24/2016	0	0	0	0	1
2/25/2016	0	0	0	0	1
2/26/2016	0	0	0	0	0
2/27/2016	0	0	0	0	0
2/28/2016	66	0	0	66	0
2/29/2016	0	0	0	0	0
3/1/2016	0	0	0	0	0
3/2/2016	0	0	0	0	0
3/3/2016	0	0	0	0	0
3/4/2016	73	45	0	28	0
3/5/2016	0	0	0	0	0
3/6/2016	32	0	0	32	0
3/7/2016	165.5	31.5	0	134	0
3/8/2016	117	67	0	50	0
3/9/2016	302	0	0	302	1
3/10/2016	0	0	0	0	1
3/11/2016	104	104	0	0	1
3/12/2016	0	0	0	0	1
3/13/2016	883.7	118.8	764.9	0	1
3/14/2016	0	0	0	0	1
3/15/2016	0	0	0	0	1
3/16/2016	0	0	0	0	0
3/17/2016	0	0	0	0	0
3/18/2016	41.8	41.8	0	0	0
3/19/2016	63	63	0	0	0
3/20/2016	167	0	0	167	0
3/21/2016	20	20	0	0	0
3/22/2016	15	15	0	0	0
3/23/2016	0	0	0	0	0
3/24/2016	0	0	0	0	0
3/25/2016	15	15	0	0	0
3/26/2016	82.96	7.96	0	75	0
3/27/2016	333.68	43.68	0	290	0
3/28/2016	118	38	0	80	0
3/29/2016	1393.6	93.6	0	1300	0
3/30/2016	0	0	0	0	1
3/31/2016	121.25	121.25	0	0	1
4/1/2016	0	0	0	0	1
4/2/2016	204.95	135.95	0	69	1
4/3/2016	185.62	120.62	0	65	1
4/4/2016	13	13	0	0	0
4/5/2016	80	28	0	52	0
4/6/2016	49	28	0	21	0
4/7/2016	56	35	0	21	0
4/8/2016	30	30	0	0	0
4/9/2016	125.75	125.75	0	0	0
4/10/2016	226	226	0	0	0
4/11/2016	36	36	0	0	0
4/12/2016	12	12	0	0	0
4/13/2016	34	34	0	0	0
4/14/2016	35	35	0	0	0
4/15/2016	0	0	0	0	0
4/16/2016	0	0	0	0	0
4/17/2016	34	34	0	0	0
4/18/2016	0	0	0	0	0
4/19/2016	0	0	0	0	0
4/20/2016	723.03	12	680.03	31	0
4/21/2016	60	25	0	35	0
4/22/2016	40	0	0	40	0
4/23/2016	240	0	0	240	0
4/24/2016	0	0	0	0	0
4/25/2016	187	0	0	187	0
4/26/2016	0	0	0	0	1
4/27/2016	0	0	0	0	1
4/28/2016	68	0	0	68	1
4/29/2016	7	0	0	7	1
4/30/2016	0	0	0	0	1
5/1/2016	1022	0	0	1022	0
5/2/2016	318	78	0	240	0
5/3/2016	2293.78	45	536.78	1712	0
5/4/2016	335	81	0	254	0
5/5/2016	80	52	0	28	0
5/6/2016	0	0	0	0	1
5/7/2016	10	10	0	0	1
5/8/2016	130	52	0	78	1
5/9/2016	374.5	149.5	0	225	1
5/10/2016	0	0	0	0	0
